ano,mes,maquina,central,codigo_agente,agente_descripcion,region,provincia,pais,tipo_maquina,fuente_generacion,tecnologia,categoria_hidraulica,categoria_region,generacion_neta,grupo_economico,lon,lat,geo_nombre,geo_tecnologia,geo_nombre_age,potencia_instalada,geo_provincia,geo_sistema
2022,2022-01-01,9JULDI01,9JUL,CMOREN1G,COOP. MNO. MORENO BS. AS.GENER,BUENOS AIRES,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,298.049,Sin clasificar,,,,,,,,
2022,2022-01-01,9JULDI02,9JUL,CMOREN1G,COOP. MNO. MORENO BS. AS.GENER,BUENOS AIRES,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,246.99,Sin clasificar,,,,,,,,
2022,2022-01-01,ABBGDI01,ABBG,CTABENEG,BIOGAS CTBG AB ENERGÍA,COMAHUE,LA PAMPA,Argentina,BIOGAS,Renovable,BIOG,,Comahue,1213.274,Sin clasificar,-67.7155905357597,-37.9019846108887,C.T. AB ENERGIA. 25 DE MAYO . LA PAMPA,Biogas,BIOGAS CTBG AB ENERGÍA,2.0,LA PAMPA,Interconectado MEM
2022,2022-01-01,ABEFDI01,ABEF,CTARREBG,BIOGAS CTBG ARRE BEEF SA,BUENOS AIRES,BUENOS AIRES,Argentina,BIOGAS,Renovable,BIOG,,Gba - Litoral - Buenos Aires,513.943,ARRE BEEF ENERGIA S.A.,-60.0908747582094,-33.7625030426961,C.T. ARREBEEF ENERGIA,Biogas,BIOGAS CTBG ARRE BEEF SA,1.5,BUENOS AIRES,Interconectado MEM
2022,2022-01-01,ABRODI01,ABRO,CTBROWNG,C.T. ALMIRANTE BROWN,GRAN BS.AS.,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,2138.124,EXCEL POWER SRL,-58.405191227531,-34.8375578669191,ALTE BROWN ENAR,Térmica,C.T. ALMIRANTE BROWN,25.0,BUENOS AIRES,Interconectado MEM
2022,2022-01-01,ACAJTG01,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,CC,,Comahue,28781.54,CAPEX S.A.,-68.3554550506912,-38.9364799413244,CAPEX AUTOPROD.,Térmica,CAPEX S.A. AUTOGENERADOR,477.1,NEUQUEN,Interconectado MEM
2022,2022-01-01,ACAJTG02,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,CC,,Comahue,28913.753,CAPEX S.A.,-68.3573071477174,-38.9363104539428,AGUA DEL CAJON,Térmica,C.T. AGUA DEL CAJON,184.4,NEUQUEN,Interconectado MEM
2022,2022-01-01,ACAJTG03,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,CC,,Comahue,30361.741,CAPEX S.A.,-68.3573071477174,-38.9363104539428,AGUA DEL CAJON,Térmica,C.T. AGUA DEL CAJON,184.4,NEUQUEN,Interconectado MEM
2022,2022-01-01,ACAJTG04,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,CC,,Comahue,30249.615,CAPEX S.A.,-68.3573071477174,-38.9363104539428,AGUA DEL CAJON,Térmica,C.T. AGUA DEL CAJON,184.4,NEUQUEN,Interconectado MEM
2022,2022-01-01,ACAJTG05,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,CC,,Comahue,29833.212,CAPEX S.A.,-68.3573071477174,-38.9363104539428,AGUA DEL CAJON,Térmica,C.T. AGUA DEL CAJON,184.4,NEUQUEN,Interconectado MEM
2022,2022-01-01,ACAJTG06,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,CC,,Comahue,80791.709,CAPEX S.A.,-68.3554550506912,-38.9364799413244,CAPEX AUTOPROD.,Térmica,CAPEX S.A. AUTOGENERADOR,477.1,NEUQUEN,Interconectado MEM
2022,2022-01-01,ACAJTV07,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,COMAHUE,NEUQUEN,Argentina,TURBO VAPOR,Térmica,CC,,Comahue,175459.117,CAPEX S.A.,-68.3554550506912,-38.9364799413244,CAPEX AUTOPROD.,Térmica,CAPEX S.A. AUTOGENERADOR,477.1,NEUQUEN,Interconectado MEM
2022,2022-01-01,ACHIEO,ACHIEO,PEACHIRG,P.EOLICO ACHIRAS,CENTRO,CORDOBA,Argentina,EOLICA,Renovable,EOL,,Centro,17350.974,CENTRAL PUERTO S.A.,-65.0800585438703,-33.213183892154,P.E. Achiras,Eólica,P.EOLICO ACHIRAS,48.0,CORDOBA,Interconectado MEM
2022,2022-01-01,ACONDI01,ACON,ACONCAGA,CT ACONCAGUA ENERGÍA AUTOGENER,CUYO,MENDOZA,Argentina,MOTOR DIESEL,Térmica,DI,,Cuyo,102.672,PETROLERA ACONCAGUA ENERGÍA,-68.9829806919147,-33.3406517698345,CT ACONCAGUA ENERGÍA AUTOGENER,Térmica,CT ACONCAGUA ENERGÍA AUTOGENER,1.0,MENDOZA,Interconectado MEM
2022,2022-01-01,ADTOHI,ADTOHI,HIDIAMAG,H. DIAMANTE SA,CUYO,MENDOZA,Argentina,TURB HIDRAULICA,Renovable,HI>50,Resto Hidráulico,Cuyo,11677.274,PAMPA ENERGÍA S.A.,-68.9894656132823,-34.5793889212683,AGUA DEL TORO,Hidroeléctrica,H. DIAMANTE SA,150.0,MENDOZA,Interconectado MEM
2022,2022-01-01,AESPTG01,AESP,CTAESPAG,C.T. AES PARANA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,126805.141,AES ARGENTINA S.A.,-60.1718463072851,-33.3548832039617,AES-PARANA,Térmica,C.T. AES PARANA,869.51,BUENOS AIRES,Interconectado MEM
2022,2022-01-01,AESPTG02,AESP,CTAESPAG,C.T. AES PARANA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,132646.66,AES ARGENTINA S.A.,-60.1718463072851,-33.3548832039617,AES-PARANA,Térmica,C.T. AES PARANA,869.51,BUENOS AIRES,Interconectado MEM
2022,2022-01-01,AESPTG04,AESP,CTAESPAG,C.T. AES PARANA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,632.989,AES ARGENTINA S.A.,-60.1718463072851,-33.3548832039617,AES-PARANA,Térmica,C.T. AES PARANA,869.51,BUENOS AIRES,Interconectado MEM
2022,2022-01-01,AESPTV01,AESP,CTAESPAG,C.T. AES PARANA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,114963.308,AES ARGENTINA S.A.,-60.1718463072851,-33.3548832039617,AES-PARANA,Térmica,C.T. AES PARANA,869.51,BUENOS AIRES,Interconectado MEM
2022,2022-01-01,ALEMDI01,ALEM,CTALEMAG,CT ALEM - AGGREKO,NORESTE,MISIONES,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,4977.663,AGGREKO ARGENTINA S.R.L.,-55.2866667069673,-27.6090467539788,L N ALEM ENARSA,Térmica,CT ALEM - AGGREKO,15.0,MISIONES,Interconectado MEM
2022,2022-01-01,ALICHI,ALICHI,HALICURG,AES ALICURA.,COMAHUE,NEUQUEN,Argentina,TURB HIDRAULICA,Renovable,HI>50,Alicurá,Comahue,142931.364,GRUPO NEUSS,-70.7474263062353,-40.5841964926609,ALICURA,Hidroeléctrica,AES ALICURA.,1050.0,NEUQUEN,Interconectado MEM
2022,2022-01-01,ALOMDI01,ALOM,YPFLOMQA,CENTRAL TÉRMICA LOMITA AUTOG.,COMAHUE,NEUQUEN,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,12880.234,YPF ENERGÍA ELÉCTRICA S.A.,-69.2286956892783,-37.333312550528,AG. LOMITAS,Térmica,CENTRAL TÉRMICA LOMITA AUTOG.,20.0,NEUQUEN,Interconectado MEM
2022,2022-01-01,ALT1FV,ALT1FV,PSALTIPG,PQUE SOLAR ALTIPLANO I,NOROESTE,SALTA,Argentina,FOTOVOLTAICA,Renovable,SOL,,Noa,26776.04,NEOEN S.A.,-66.8926478942646,-24.1496082204311,P.S. ALTIPLANO I,Fotovoltaica,PQUE SOLAR ALTIPLANO I,100.0,SALTA,Interconectado MEM
2022,2022-01-01,ALU1EO,ALU1EO,PEALUARG,P.EOLICO ALUAR I MATER,PATAGONICA,CHUBUT,Argentina,EOLICA,Renovable,EOL,,Patagonia,23142.437,ALUAR S.A.I.C.,-65.2722794718422,-42.6087727361642,Parque eolico ALUAR I (MATER),Eólica,P.EOLICO ALUAR I MATER,68.4,CHUBUT,Interconectado MEM
2022,2022-01-01,ALUAEO,ALUAEO,ALUAREUA,ALUAR SA AUTOGENERADOR REN.,PATAGONICA,CHUBUT,Argentina,EOLICA,Renovable,EOL,,Patagonia,35318.126,ALUAR S.A.I.C.,-65.2842963234394,-42.6351158783007,Parque eólico Autogeneración ALUAR,Eólica,ALUAR SA AUTOGENERADOR REN.,93.6,CHUBUT,Interconectado MEM
2022,2022-01-01,ALUATG05,ALUAR,ALUAMAUG,ALUAR SA - GENERADOR,PATAGONICA,CHUBUT,Argentina,TURBO GAS,Térmica,TG,,Patagonia,805.002,ALUAR S.A.I.C.,-65.0538971445491,-42.737850221234,ALUAR,Térmica,ALUAR SA - GENERADOR,189.0,CHUBUT,Interconectado MEM
2022,2022-01-01,ALUATG06,ALUAR,ALUAMAUG,ALUAR SA - GENERADOR,PATAGONICA,CHUBUT,Argentina,TURBO GAS,Térmica,TG,,Patagonia,1557.106,ALUAR S.A.I.C.,-65.0538971445491,-42.737850221234,ALUAR,Térmica,ALUAR SA - GENERADOR,189.0,CHUBUT,Interconectado MEM
2022,2022-01-01,ALUATG07,ALUAR,ALUAMAUG,ALUAR SA - GENERADOR,PATAGONICA,CHUBUT,Argentina,TURBO GAS,Térmica,CC,,Patagonia,3289.975,ALUAR S.A.I.C.,-65.0538971445491,-42.737850221234,ALUAR,Térmica,ALUAR SA - GENERADOR,189.0,CHUBUT,Interconectado MEM
2022,2022-01-01,ALUATG08,ALUAR,ALUAMAUG,ALUAR SA - GENERADOR,PATAGONICA,CHUBUT,Argentina,TURBO GAS,Térmica,CC,,Patagonia,2330.189,ALUAR S.A.I.C.,-65.0538971445491,-42.737850221234,ALUAR,Térmica,ALUAR SA - GENERADOR,189.0,CHUBUT,Interconectado MEM
2022,2022-01-01,ALUATV01,ALUAR,ALUAMAUG,ALUAR SA - GENERADOR,PATAGONICA,CHUBUT,Argentina,TURBO VAPOR,Térmica,CC,,Patagonia,1175.106,ALUAR S.A.I.C.,-65.0538971445491,-42.737850221234,ALUAR,Térmica,ALUAR SA - GENERADOR,189.0,CHUBUT,Interconectado MEM
2022,2022-01-01,AMEGHI,AMEGHI,HAMEGHIG,HIDROELECTRICA AMEGHINO SA,PATAGONICA,CHUBUT,Argentina,HIDRAULICA <=50,Renovable,HI<50,Resto Hidráulico,Patagonia,6386.951,ANDINA PLC,-66.4817610770261,-43.6991913827729,F. AMEGHINO,Hidroeléctrica (Menor a 50 Mw),HIDROELECTRICA AMEGHINO SA,46.8,CHUBUT,Interconectado MEM
2022,2022-01-01,ANATDI01,ANAT,CTANATSG,CT AÑATUYA - SULLAIR,NOROESTE,SGO.DEL ESTERO,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,1411.014,SULLAIR ARGENTINA S.A.,-62.8553327591813,-28.4456196884124,AÑATUYA,Térmica,CT AÑATUYA II - SULLAIR - CT AÑATUYA - SULLAIR,30.7,SANTIAGO DEL ESTERO,Interconectado MEM
2022,2022-01-01,ANATDI02,ANAT,CTANA2SG,CT AÑATUYA II - SULLAIR,NOROESTE,SGO.DEL ESTERO,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,624.453,SULLAIR ARGENTINA S.A.,-62.8553327591813,-28.4456196884124,AÑATUYA,Térmica,CT AÑATUYA II - SULLAIR - CT AÑATUYA - SULLAIR,30.7,SANTIAGO DEL ESTERO,Interconectado MEM
2022,2022-01-01,ANCHDI01,ANCH,CTANCHOG,CT ANCHORIS,CUYO,MENDOZA,Argentina,MOTOR DIESEL,Térmica,DI,,Cuyo,1451.014,METHAX S.A.,-68.8914738972821,-33.3130765626064,CT ANCHORI METH,Térmica,CT ANCHORIS,40.0,MENDOZA,Interconectado MEM
2022,2022-01-01,ANCHDI02,ANCH,CTANCHOG,CT ANCHORIS,CUYO,MENDOZA,Argentina,MOTOR DIESEL,Térmica,DI,,Cuyo,1188.552,METHAX S.A.,-68.8914738972821,-33.3130765626064,CT ANCHORI METH,Térmica,CT ANCHORIS,40.0,MENDOZA,Interconectado MEM
2022,2022-01-01,ANCHDI03,ANCH,CTANCHOG,CT ANCHORIS,CUYO,MENDOZA,Argentina,MOTOR DIESEL,Térmica,DI,,Cuyo,1115.191,METHAX S.A.,-68.8914738972821,-33.3130765626064,CT ANCHORI METH,Térmica,CT ANCHORIS,40.0,MENDOZA,Interconectado MEM
2022,2022-01-01,ANCHDI04,ANCH,CTANCHOG,CT ANCHORIS,CUYO,MENDOZA,Argentina,MOTOR DIESEL,Térmica,DI,,Cuyo,1144.917,METHAX S.A.,-68.8914738972821,-33.3130765626064,CT ANCHORI METH,Térmica,CT ANCHORIS,40.0,MENDOZA,Interconectado MEM
2022,2022-01-01,ANPCFV,ANPCFV,PSANCHIG,PQUE SOLAR ANCHIPURAC MATER,CUYO,SAN JUAN,Argentina,FOTOVOLTAICA,Renovable,SOL,,Cuyo,622.7,PROVINCIAL,-68.6502214540611,-31.6015925811659,P.S. ANCHIPURAC,Fotovoltaica,PQUE SOLAR ANCHIPURAC MATER,3.0,SAN JUAN,Interconectado MEM
2022,2022-01-01,APARTV01,APAR,SIDESN1A,SIDERAR PTA. IND. SAN NICOLAS,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,0.0,TECHINT,-60.1456809207253,-33.3641487600985,ACEROS PARANA,Térmica,SIDERAR PTA. IND. SAN NICOLAS,150.0,BUENOS AIRES,Interconectado MEM
2022,2022-01-01,AR21EO,AR21EO,PEVARAUG,P.EOLICO V ARAUCO II RENOV 1,NOROESTE,LA RIOJA,Argentina,EOLICA,Renovable,EOL,,Noa,31353.246,PAMPA ENERGÍA S.A.,-66.7053853647631,-28.7132513750767,P.E. ARAUCO II (ETAPA 1 Y 2),Eólica,P.EOLICO V ARAUCO II RENOV 1,99.75,LA RIOJA,Interconectado MEM
2022,2022-01-01,ARA2EO,ARA2EO,PEARAU2G,PARQUE EOLICO ARAUCO II SAPEM,NOROESTE,LA RIOJA,Argentina,EOLICA,Renovable,EOL,,Noa,4701.06,PAMPA / PROVINCIAL,-66.7544246630076,-28.6929796580617,ARAUCO EOLICO 2,Eólica,PARQUE EOLICO ARAUCO II SAPEM,25.2,LA RIOJA,Interconectado MEM
2022,2022-01-01,ARAUEO,ARAUEO,PEARAUCG,PARQUE EOLICO ARAUCO SAPEM,NOROESTE,LA RIOJA,Argentina,EOLICA,Renovable,EOL,,Noa,4987.019,PAMPA / PROVINCIAL,-66.7520404729973,-28.7019386324684,ARAUCO EOLICO,Eólica,PARQUE EOLICO ARAUCO SAPEM,25.2,LA RIOJA,Interconectado MEM
2022,2022-01-01,ARGETG01,ARGE,SIDERCAC,SIDERCA SA(EX ARGENER-GEN.PAR),BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,0.0,TECHINT,-60.1435721727678,-33.3653585133069,CO. ARGENER,Térmica,SIDERCA SA(EX ARGENER-GEN.PAR),163.3,BUENOS AIRES,Interconectado MEM
2022,2022-01-01,ARISDI01,ARIS,CTARIVSG,CT ARISTOBU.DEL VALLE-SOENERGY,NORESTE,MISIONES,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,4574.124,So ENERGY ARGENTINA S.A.,-54.8625900150621,-27.0922812972986,A.D.VALL.ENARSA,Térmica,CT ARISTOBU.DEL VALLE-SOENERGY,15.0,MISIONES,Interconectado MEM
2022,2022-01-01,ARREDI01,ARRE,CTARREAG,CT ARRECIFES-AGGREKO,BUENOS AIRES,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,1812.228,AGGREKO ARGENTINA S.R.L.,-60.1300775231554,-34.0418738984259,ARRECIFES ENARS,Térmica,CT ARRECIFES-AGGREKO,20.0,BUENOS AIRES,Interconectado MEM
2022,2022-01-01,ARROHI,ARROHI,HCHOCONG,HIDROELECTRICA EL CHOCON SA,COMAHUE,NEUQUEN,Argentina,TURB HIDRAULICA,Renovable,HI>50,Arroyito,Comahue,34983.29,MSU Energy S.A.,-68.5854509082377,-39.1071215428176,ARROYITO,Hidroeléctrica,HIDROELECTRICA EL CHOCON SA,127.8,NEUQUEN,Interconectado MEM
2022,2022-01-01,ATU2NUCL,ATU2,NUCLEOEG,NUCLEOELECTRICA ARG. SA,BUENOS AIRES,BUENOS AIRES,Argentina,NUCLEAR,Nuclear,NUC,,Gba - Litoral - Buenos Aires,315723.047,NACIONAL,-59.2044761891989,-33.96725778019,ATUCHA II,Nuclear,NUCLEOELECTRICA ARG. SA,745.0,BUENOS AIRES,Interconectado MEM
2022,2022-01-01,ATUCNUCL,ATUC,NUCLEOEG,NUCLEOELECTRICA ARG. SA,BUENOS AIRES,BUENOS AIRES,Argentina,NUCLEAR,Nuclear,NUC,,Gba - Litoral - Buenos Aires,239325.93,NACIONAL,-59.207073891908,-33.9670490936526,ATUCHA,Nuclear,NUCLEOELECTRICA ARG. SA,362.0,BUENOS AIRES,Interconectado MEM
2022,2022-01-01,AVALTG21,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,TG,,Comahue,3639.128,PETROLERA ACONCAGUA ENERGÍA,-68.0218158056774,-38.9521598854001,ALTO VALLE,Térmica,C.TERMICA ALTO VALLE,96.0,NEUQUEN,Interconectado MEM
2022,2022-01-01,AVALTG22,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,CC,,Comahue,13997.387,PETROLERA ACONCAGUA ENERGÍA,-68.0218158056774,-38.9521598854001,ALTO VALLE,Térmica,C.TERMICA ALTO VALLE,96.0,NEUQUEN,Interconectado MEM
2022,2022-01-01,AVALTG23,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,CC,,Comahue,8527.924,PETROLERA ACONCAGUA ENERGÍA,-68.0218158056774,-38.9521598854001,ALTO VALLE,Térmica,C.TERMICA ALTO VALLE,96.0,NEUQUEN,Interconectado MEM
2022,2022-01-01,AVALTV11,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,NEUQUEN,Argentina,TURBO VAPOR,Térmica,CC,,Comahue,4066.219,PETROLERA ACONCAGUA ENERGÍA,-68.0218158056774,-38.9521598854001,ALTO VALLE,Térmica,C.TERMICA ALTO VALLE,96.0,NEUQUEN,Interconectado MEM
2022,2022-01-01,AVALTV12,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,NEUQUEN,Argentina,TURBO VAPOR,Térmica,CC,,Comahue,5835.521,PETROLERA ACONCAGUA ENERGÍA,-68.0218158056774,-38.9521598854001,ALTO VALLE,Térmica,C.TERMICA ALTO VALLE,96.0,NEUQUEN,Interconectado MEM
2022,2022-01-01,AVELDI01,AVEL,CTAVELLG,BIOGAS CT AVELLANEDA SECCO,LITORAL,SANTA FE,Argentina,BIOGAS,Renovable,BIOG,,Gba - Litoral - Buenos Aires,4393.898,INDUSTRIAS JUAN F. SECCO S.A.,-59.6407494605358,-29.1179308220029,C.T. AVELLANEDA. SANTA FE,Biogas,BIOGAS CT AVELLANEDA SECCO,6.3,SANTA FE,Interconectado MEM
2022,2022-01-01,BAHIEO,BAHIEO,PEPAMPAG,P.EOLICO PAMPA ENERGIA,BUENOS AIRES,BUENOS AIRES,Argentina,EOLICA,Renovable,EOL,,Gba - Litoral - Buenos Aires,22933.068,PAMPA ENERGÍA S.A.,-61.7716463856515,-38.7529890074735,P.E. Pampa Energía III,Eólica,P.EOLICO PAMPA ENERGIA,50.4,BUENOS AIRES,Interconectado MEM
2022,2022-01-01,BANDDI01,BAND,CTBANDEG,CT BANDERA SgoEstero - ENARSA,NOROESTE,SGO.DEL ESTERO,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,1662.01,Sin clasificar,-62.2801321227062,-28.8749679218226,BANDERA DISTRIB,Térmica,CT BANDERA SgoEstero - ENARSA,32.5,SANTIAGO DEL ESTERO,Interconectado MEM
2022,2022-01-01,BANDEO,BANDEO,PEBANDEG,P.EOLICO LA BANDERITA,COMAHUE,LA PAMPA,Argentina,EOLICA,Renovable,EOL,,Comahue,14129.307,GRUPO FRALI S.A.,-64.7615804997641,-37.4872035835326,PE La Banderita,Eólica,P.EOLICO LA BANDERITA,39.6,LA PAMPA,Interconectado MEM
2022,2022-01-01,BARDDI01,BARD,CTBQUERG,CT BARRANQUERAS Chaco,NORESTE,CHACO,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,1645.489,Sin clasificar,-58.9290956049045,-27.4910044952613,BARRANQ. DISTRI,Térmica,CT BARRANQUERAS Chaco,21.7,CHACO,Interconectado MEM
2022,2022-01-01,BARIDI01,BARI,CTBARISG,CT BARILOCHE,COMAHUE,RIO NEGRO,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,407.847,TERMO CÓRDOBA S.A.U.,-71.2525288540627,-41.1583351986071,BARILOCHE ENARS,Térmica,CT BARILOCHE,20.0,RIO NEGRO,Interconectado MEM
2022,2022-01-01,BBLATV29,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,109776.354,PAMPA ENERGÍA S.A.,-62.2540987908499,-38.7875810051844,BAHIA BLANCA,Térmica,CENTRAL PIEDRABUENA S.A.,620.0,BUENOS AIRES,Interconectado MEM
2022,2022-01-01,BBLATV30,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,61247.91,PAMPA ENERGÍA S.A.,-62.2540987908499,-38.7875810051844,BAHIA BLANCA,Térmica,CENTRAL PIEDRABUENA S.A.,620.0,BUENOS AIRES,Interconectado MEM
2022,2022-01-01,BBLMDI01,BBLM,CTPBUEMG,CT PIEDRABUENA MG(L.LATA),BUENOS AIRES,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,5563.627,PAMPA ENERGÍA S.A.,-62.2530799547161,-38.7851812192552,MOTOR. B.BLANCA,Térmica,CT PIEDRABUENA MG(L.LATA),100.02,BUENOS AIRES,Interconectado MEM
2022,2022-01-01,BBLMDI02,BBLM,CTPBUEMG,CT PIEDRABUENA MG(L.LATA),BUENOS AIRES,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,5638.944,PAMPA ENERGÍA S.A.,-62.2530799547161,-38.7851812192552,MOTOR. B.BLANCA,Térmica,CT PIEDRABUENA MG(L.LATA),100.02,BUENOS AIRES,Interconectado MEM
2022,2022-01-01,BBLMDI03,BBLM,CTPBUEMG,CT PIEDRABUENA MG(L.LATA),BUENOS AIRES,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,5711.743,PAMPA ENERGÍA S.A.,-62.2530799547161,-38.7851812192552,MOTOR. B.BLANCA,Térmica,CT PIEDRABUENA MG(L.LATA),100.02,BUENOS AIRES,Interconectado MEM
2022,2022-01-01,BBLMDI04,BBLM,CTPBUEMG,CT PIEDRABUENA MG(L.LATA),BUENOS AIRES,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,5769.292,PAMPA ENERGÍA S.A.,-62.2530799547161,-38.7851812192552,MOTOR. B.BLANCA,Térmica,CT PIEDRABUENA MG(L.LATA),100.02,BUENOS AIRES,Interconectado MEM
2022,2022-01-01,BBLMDI05,BBLM,CTPBUEMG,CT PIEDRABUENA MG(L.LATA),BUENOS AIRES,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,894.075,PAMPA ENERGÍA S.A.,-62.2530799547161,-38.7851812192552,MOTOR. B.BLANCA,Térmica,CT PIEDRABUENA MG(L.LATA),100.02,BUENOS AIRES,Interconectado MEM
2022,2022-01-01,BBLMDI06,BBLM,CTPBUEMG,CT PIEDRABUENA MG(L.LATA),BUENOS AIRES,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,5543.864,PAMPA ENERGÍA S.A.,-62.2530799547161,-38.7851812192552,MOTOR. B.BLANCA,Térmica,CT PIEDRABUENA MG(L.LATA),100.02,BUENOS AIRES,Interconectado MEM
2022,2022-01-01,BERIDI01,BERI,EMISSANG,EMSA GENERACION,NORESTE,MISIONES,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,328.344,Sin clasificar,,,,,,,,
2022,2022-01-01,BIC2EO,BIC2EO,PEBICE2G,P.EOLICO BICENTENARIO 2,PATAGONICA,SANTA CRUZ,Argentina,EOLICA,Renovable,EOL,,Patagonia,9567.15,RIVADAVIA S.A.,-67.0135494327743,-47.3098602165833,Parque Eólico del Bicentenario II (MATER),Eólica,P.EOLICO BICENTENARIO 2,25.2,SANTA CRUZ,Interconectado MEM
2022,2022-01-01,BICEEO,BICEEO,PEBICE1G,P.EOLICO BICENTENARIO 1,PATAGONICA,SANTA CRUZ,Argentina,EOLICA,Renovable,EOL,,Patagonia,39469.604,RIVADAVIA S.A.,-66.9979024905904,-47.2984010968566,P.E.  Bicentenario,Eólica,P.EOLICO BICENTENARIO 1,100.8,SANTA CRUZ,Interconectado MEM
2022,2022-01-01,BLOPTG01,BLOP,CTBRILOG,CT BRIGADIER LOPEZ,LITORAL,SANTA FE,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,27323.162,CENTRAL PUERTO S.A.,-60.7802814594637,-31.7102018877697,BRIGAD. LOPEZ,Térmica,CT BRIGADIER LOPEZ,280.0,SANTA FE,Interconectado MEM
2022,2022-01-01,BOLIDI01,BOLI,EDENBA1G,EDEN GENERACION,BUENOS AIRES,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,480.862,Sin clasificar,,,,,,,,
2022,2022-01-01,BRAGTG03,BRA2,CTBRAG2G,CT BRAGADO 2 - GENNEIA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,8896.805,GENNEIA S.A.,-60.4342170255458,-35.1351983374074,BRAGADO II,Térmica,CT BRAGADO 2 - GENNEIA,58.5,BUENOS AIRES,Interconectado MEM
